product_id,order_id,transaction_id,customer_id,store_id,quantity,order_date,payment_method, title, url, brand, price, frame_size, frame_width, model_no, productKeys, warranty,cost_of_product
147507,O7737,TRANS7737,CUST27301,2222,8,2023-11-10,UPI,Transparent Blue Full Rim Rectangle,https://www.lenskart.com/vincent-chase-vc-e13037-full-rim-rect-way-acetate-crystal-blue-transparent-c6-eyeglasses.html,Vincent Chase,1700,Medium ?,136 mm,VC E13037,",Eyewear,Eyeglasses,Brands,Vincent Chase",with 1 Year Warranty & 14 Day Return,1026
207627,O7742,TRANS7742,CUST47327,1459,7,2022-10-06,Debit Card,Bausch & Lomb iConnect Daily Disposable,https://www.lenskart.com/bausch-lomb-icont-daily-disposable-cl-10lp.html,null,330,null,null,Bausch & Lomb iConnect Daily Disposable,null,null,211
217431,O7746,TRANS7746,CUST0356,1691,8,2023-05-22,Cash,Electric Green Full Rim Wayfarer,https://www.lenskart.com/lenskart-air-la-e15417-wc4-eyeglasses.html,Lenskart Hustlr,1700,Medium ?,139 mm,LA E15417-W,",Eyewear,Eyeglasses,Brands,Lenskart HUSTLR",with 1 Year Warranty & 14 Day Return,1066
207782,O7752,TRANS7752,CUST42062,690,7,2022-11-29,Debit Card,Blue Full Rim Round,https://www.lenskart.com/vincent-chase-vc-e11259-c8-eyeglasses.html,Vincent Chase,1700,Narrow ?,130 mm,VC E11259,",Eyewear,Eyeglasses,Brands,Vincent Chase",with 1 Year Warranty & 14 Day Return,1039
138394,O7755,TRANS7755,CUST31222,2282,12,2024-02-16,Cash,Golden Full Rim Round,https://www.lenskart.com/vincent-chase-vc-s13112-c4-sunglasses.html,Vincent Chase Polarized,2000,Medium ?,140 mm,VC S13112,",Eyewear,Sunglasses,Brands,Vincent Chase",with 1 year warranty,1357
149928,O7759,TRANS7759,CUST33618,526,17,2022-12-27,Credit Card,Aquacolor Candypack Spicy Gray Zero Power Daily,https://www.lenskart.com/aquacolor-spicy-grey-n-candy-pack-color-lenses-2-lens-box-plano.html,null,169,null,null,Aquacolor Candypack Spicy Gray Zero Power Daily,null,null,103
142834,O7764,TRANS7764,CUST47521,572,14,2024-03-19,UPI,Gunmetal Black Half Rim Rectangle,https://www.lenskart.com/vincent-chase-vc-e11891-c3-eyeglasses.html,Vincent Chase,1700,Medium ?,134 mm,VC E11891,",Eyewear,Eyeglasses,Brands,Vincent Chase",with 1 Year Warranty & 14 Day Return,1169
146818,O7767,TRANS7767,CUST7307,1051,18,2023-07-10,Debit Card,Black Full Rim Cat Eye,https://www.lenskart.com/lenskar-air-la-e11484-c1-eyeglasses.html,Lenskart Air,1700,Extra Narrow ?,128 mm,LA E11484,",Eyewear,Eyeglasses,Brands,Lenskart Air",with 1 Year Warranty & 14 Day Return,1149
208804,O7779,TRANS7779,CUST37013,1551,2,2023-09-25,UPI,Aquacolor Premium Dusky Brown Powered Monthly,https://www.lenskart.com/aquacolor-aquacolor-premium-dusky-brown-color-cl-1lens-box-plano.html,null,299,null,null,Aquacolor Premium Dusky Brown Powered Monthly,",Eyewear,Contact Lenses,Top Lens Brands,Aqualens Contact Lens,Aqualens color contact lenses",null,204
151322,O7780,TRANS7780,CUST13223,417,11,2023-03-02,UPI,Aquacolor Premium Dusk Blue Zero Power Monthly,https://www.lenskart.com/aquacolor-premium-dusk-blue-contact-lenses-2-lens-box.html,null,299,null,null,Aquacolor Premium Dusk Blue Zero Power Monthly,null,null,205
211448,O7783,TRANS7783,CUST9875,1378,7,2023-07-03,Credit Card,Purple Full Rim Square,https://www.lenskart.com/lenskart-air-la-e16169-c1-eyeglasses.html,Lenskart Air,1700,Medium ?,136 mm,LA E16169,",Eyewear,Eyeglasses,Brands,Lenskart Air",with 1 Year Warranty & 14 Day Return,1187
207671,O7788,TRANS7788,CUST43732,1679,8,2024-02-07,Credit Card,Dark Night Full Rim Wayfarer,https://www.lenskart.com/lenskart-hustlr-la-e15417-c10-eyeglasses.html,Lenskart Hustlr,1700,Medium ?,139 mm,LA E15417-W,",Eyewear,Brands",with 1 Year Warranty & 14 Day Return,1144
212336,O7794,TRANS7794,CUST11142,399,11,2022-10-25,Debit Card,Black Grey Full Rim Round,https://www.lenskart.com/lenskart-air-la-e16351-c3-eyeglasses.html,Lenskart Air,1700,Medium,136 mm,LA E16351,",Eyewear,Eyeglasses,Brands,Lenskart Air",with 1 Year Warranty & 14 Day Return,1057
38760,O7800,TRANS7800,CUST21325,1059,10,2024-03-28,Debit Card,Bausch & Lomb iConnect Monthly Disposable,https://www.lenskart.com/bausch-lomb-iconnect-3-lens-box.html,null,299,null,null,Bausch & Lomb iConnect Monthly Disposable,",Eyewear,Contact Lenses,Top Lens Brands",null,207
215460,O7806,TRANS7806,CUST41103,2151,3,2023-03-09,Cash,Brown Transparent Full Rim Cat Eye,https://www.lenskart.com/vincent-chase-vc-s16663-c1-sunglasses.html,Vincent Chase Polarized,2000,Medium ?,136 mm,VC S16663,",Eyewear,Sunglasses,Brands,Vincent Chase",with 1 year warranty,1331
153145,O7816,TRANS7816,CUST23889,214,2,2022-05-12,UPI,Aquacolor Premium Gray Powered Monthly,https://www.lenskart.com/aquacolor-premium-gray-color-contact-lenses-1-lens-box.html,null,299,null,null,Aquacolor Premium Gray Powered Monthly,",Eyewear,Contact Lenses,Top Lens Brands,Aqualens Contact Lens,Aqualens color contact lenses",null,192
208801,O7817,TRANS7817,CUST33031,1275,15,2022-05-26,Debit Card,Aquacolor Premium Naughty Brown Powered Monthly,https://www.lenskart.com/aquacolor-aquacolor-premium-naughty-brown-color-cl-1lens-box.html,null,299,null,null,Aquacolor Premium Naughty Brown Powered Monthly,",Eyewear,Contact Lenses,Top Lens Brands,Aqualens Contact Lens,Aqualens color contact lenses",null,190
211189,O7820,TRANS7820,CUST46388,731,10,2023-03-01,Debit Card,Grey Transparent Full Rim Rectangle,https://www.lenskart.com/john-jacobs-jj-e16115-c1-eyeglasses.html,John Jacobs,3500,Wide ?,138 mm,JJ E16115,",Eyewear,Eyeglasses,Brands,John Jacobs",with 1 Year Warranty & 14 Day Return,2228
149934,O7821,TRANS7821,CUST18135,1042,17,2023-08-19,UPI,Aquacolor Candypack Tricky Turquoise Zero Power Daily,https://www.lenskart.com/aquacolor-tricky-turquoise-n-candy-pack-color-lenses-2-lens-box-plano.html,null,169,null,null,Aquacolor Candypack Tricky Turquoise Zero Power Daily,null,null,104
204184,O7826,TRANS7826,CUST34262,1829,17,2022-05-30,Credit Card,Grey Transparent Full Rim Rectangle,https://www.lenskart.com/lenskart-air-la-e15019-c1-eyeglasses.html,Lenskart Air,1700,Medium ?,137 mm,LA E15019,",Eyewear,Eyeglasses,Brands,Lenskart Air",with 1 Year Warranty & 14 Day Return,1069
134722,O7837,TRANS7837,CUST30384,719,20,2022-09-16,Debit Card,Aqualens Daily Disposable 10Hrs,https://www.lenskart.com/aqualens-daily-disposable-contact-lenses-10-lenses-box.html,null,319,null,null,Aqualens Daily Disposable 10Hrs,null,null,204
137022,O7856,TRANS7856,CUST22407,953,19,2023-05-16,Debit Card,Silver Full Rim Geometric,https://www.lenskart.com/vincent-chase-vc-s12917-c1-sunglasses.html,Vincent Chase Polarized,2000,Wide ?,142 mm,VC S12917,",Eyewear,Sunglasses,Brands,Vincent Chase",with 1 year warranty,1373
212718,O7861,TRANS7861,CUST37354,808,10,2022-08-08,Cash,Black Grey Full Rim Cat Eye,https://www.lenskart.com/lenskart-air-la-e16433-c2-eyeglasses.html,Lenskart Air,1700,Narrow ?,131 mm,LA E16433,",Eyewear,Eyeglasses,Brands,Lenskart Air",with 1 Year Warranty & 14 Day Return,1090
149928,O7864,TRANS7864,CUST15265,2114,17,2023-06-01,Cash,Aquacolor Candypack Spicy Gray Zero Power Daily,https://www.lenskart.com/aquacolor-spicy-grey-n-candy-pack-color-lenses-2-lens-box-plano.html,null,169,null,null,Aquacolor Candypack Spicy Gray Zero Power Daily,null,null,103
212329,O7878,TRANS7878,CUST9335,677,18,2022-10-28,UPI,Black Full Rim Rectangle,https://www.lenskart.com/lenskart-air-la-e16349-c2-eyeglasses.html,Lenskart Air,1700,Medium,137 mm,LA E16349,",Eyewear,Eyeglasses,Brands,Lenskart Air",with 1 Year Warranty & 14 Day Return,1051
215911,O7879,TRANS7879,CUST9726,2142,4,2024-02-07,UPI,Silver Pink Half Rim Cat Eye,https://www.lenskart.com/lenskart-air-la-e16726-c1-eyeglasses.html,Lenskart Air,1700,Narrow ?,133 mm,LA E16726,",Eyewear,Eyeglasses,Brands,Lenskart Air",with 1 Year Warranty & 14 Day Return,1066
149041,O7880,TRANS7880,CUST21551,1923,10,2022-04-30,Debit Card,Black Full Rim Round,https://www.lenskart.com/vincent-chase-vc-s13137-c1-c1-sunglasses.html,Vincent Chase Polarized,2000,Narrow ?,135 mm,VC S13137,",Eyewear,Sunglasses,Brands,Vincent Chase",with 1 year warranty,1206
216383,O7893,TRANS7893,CUST35314,1685,10,2023-07-26,Cash,Black Full Rim Geometric,https://www.lenskart.com/vincent-chase-vc-e16783-c1-eyeglasses.html,Vincent Chase,1700,Medium ?,136 mm,VC E16783,",Eyewear,Eyeglasses,Brands,Vincent Chase",with 1 Year Warranty & 14 Day Return,1131
153144,O7910,TRANS7910,CUST16260,943,2,2024-01-28,Cash,Aquacolor Premium Brown Powered Monthly,https://www.lenskart.com/aquacolor-premium-brown-color-contact-lenses-1-lens-box.html,null,299,null,null,Aquacolor Premium Brown Powered Monthly,",Eyewear,Contact Lenses,Top Lens Brands,Aqualens Contact Lens,Aqualens color contact lenses",null,191
134745,O7919,TRANS7919,CUST12763,2200,13,2022-04-18,Credit Card,Black Full Rim Rectangle,https://www.lenskart.com/vincent-chase-vc-e12395-c1-eyeglasses.html,Vincent Chase,1700,Wide ?,138 mm,VC E12395,",Eyewear,Eyeglasses,Brands,Vincent Chase",with 1 Year Warranty & 14 Day Return,1151
137930,O7923,TRANS7923,CUST49144,1319,8,2023-07-21,Credit Card,Grey Full Rim Round,https://www.lenskart.com/vincent-chase-vc-e13033-c2-eyeglasses.html,Vincent Chase,1700,Extra Wide ?,142 mm,VC E13033,",Eyewear,Eyeglasses,Brands,Vincent Chase",with 1 Year Warranty & 14 Day Return,1171
146020,O7927,TRANS7927,CUST19732,987,13,2023-10-01,Cash,Transparent Blue Full Rim Square,https://www.lenskart.com/lenskart-air-la-e13519-c3-eyeglasses.html,Lenskart Air,1700,Extra Wide ?,144 mm,LA E13519,",Eyewear,Eyeglasses,Brands,Lenskart Air",with 1 Year Warranty & 14 Day Return,1107
206125,O7936,TRANS7936,CUST44116,2251,17,2022-05-25,Debit Card,Black Green Full Rim Square,https://www.lenskart.com/lenskart-air-la-e15318-c2-eyeglasses.html,Lenskart Air,3000,Wide ?,138 mm,LA E15318,",Eyewear,Eyeglasses,Brands,Lenskart Air",with 1 Year Warranty & 14 Day Return,1840
209228,O7944,TRANS7944,CUST27985,935,9,2024-01-18,Cash,Black Grey Full Rim Rectangle,https://www.lenskart.com/vincent-chase-vc-e-13445-c7-eyeglasses.html,Vincent Chase,1700,Narrow ?,130 mm,VC E13445,",Eyewear,Eyeglasses,Brands,Vincent Chase",with 1 Year Warranty & 14 Day Return,1129
149934,O7947,TRANS7947,CUST44505,1487,5,2023-08-01,Credit Card,Aquacolor Candypack Tricky Turquoise Zero Power Daily,https://www.lenskart.com/aquacolor-tricky-turquoise-n-candy-pack-color-lenses-2-lens-box-plano.html,null,169,null,null,Aquacolor Candypack Tricky Turquoise Zero Power Daily,null,null,104
38749,O7948,TRANS7948,CUST35489,2014,20,2022-10-01,Cash,Bausch & Lomb Purevision2 HD Monthly Disposable,https://www.lenskart.com/bausch-lomb-purevision2-hd-contact-lenses-6-lens-per-box.html,null,1649,null,null,Bausch & Lomb Purevision2 HD Monthly Disposable,",Eyewear,Contact Lenses,Top Lens Brands,Bausch &amp; Lomb Contact Lenses",null,1147
149932,O7949,TRANS7949,CUST11246,2159,3,2023-06-18,Debit Card,Aquacolor Candypack Misty Gray Zero Power Daily,https://www.lenskart.com/aquacolor-misty-gray-candy-pack-color-lenses-2-lens-box-plano.html,null,169,null,null,Aquacolor Candypack Misty Gray Zero Power Daily,null,null,117
149041,O7957,TRANS7957,CUST7674,1535,17,2023-01-11,Debit Card,Black Full Rim Round,https://www.lenskart.com/vincent-chase-vc-s13137-c1-c1-sunglasses.html,Vincent Chase Polarized,2000,Narrow ?,135 mm,VC S13137,",Eyewear,Sunglasses,Brands,Vincent Chase",with 1 year warranty,1206
204540,O7962,TRANS7962,CUST33951,2178,9,2024-02-16,Credit Card,Black Full Rim Wayfarer,https://www.lenskart.com/vincent-chase-vc-s14459-c7-sunglasses.html,Vincent Chase Polarized,1500,Wide ?,142 mm,VC S14459,",Eyewear,Sunglasses,Brands,Vincent Chase",with 1 year warranty,1015
38726,O7972,TRANS7972,CUST13986,1855,20,2022-09-03,Cash,Bausch & Lomb Optima 38 Yearly Disposable,https://www.lenskart.com/optima-38-daily-wear-lens-1-lens-per-box-bausch-lomb.html,null,780,null,null,Bausch & Lomb Optima 38 Yearly Disposable,",Eyewear,Contact Lenses,Top Lens Brands,Bausch &amp; Lomb Contact Lenses",null,496
149934,O7979,TRANS7979,CUST2344,526,19,2023-12-08,Debit Card,Aquacolor Candypack Tricky Turquoise Zero Power Daily,https://www.lenskart.com/aquacolor-tricky-turquoise-n-candy-pack-color-lenses-2-lens-box-plano.html,null,169,null,null,Aquacolor Candypack Tricky Turquoise Zero Power Daily,null,null,104
215927,O8003,TRANS8003,CUST34964,1546,4,2022-08-27,Cash,Navy Full Rim Wayfarer,https://www.lenskart.com/lenskart-la-e15417-xw-c28-eyeglasses.html,Lenskart Hustlr,1700,Extra Wide ?,144 mm,LA E15417-XW,",Eyewear,Eyeglasses,Brands,Lenskart HUSTLR",with 1 Year Warranty & 14 Day Return,1178
211607,O8010,TRANS8010,CUST7742,1553,17,2023-01-17,Cash,Black Full Rim Round,https://www.lenskart.com/lenskart-air-la-e16207-c1-eyeglasses.html,Lenskart Air,3000,Medium ?,136 mm,LA E16207,",Eyewear,Eyeglasses,Brands,Lenskart Air",with 1 Year Warranty & 14 Day Return,1840
134538,O8020,TRANS8020,CUST26486,1252,9,2023-05-24,Debit Card,Aqualens Monthly Disposable 10Hrs,https://www.lenskart.com/aqualens-10-h-montly-disposable-contact-lens-3-lens-box.html,null,329,null,null,Aqualens Monthly Disposable 10Hrs,null,null,205
153141,O8021,TRANS8021,CUST3924,575,8,2024-01-06,UPI,Aquacolor Premium Emerald Powered Monthly,https://www.lenskart.com/aquacolor-premium-emerald-color-contact-lenses-1-lens-box.html,null,299,null,null,Aquacolor Premium Emerald Powered Monthly,",Eyewear,Contact Lenses,Top Lens Brands,Aqualens Contact Lens,Aqualens color contact lenses",null,189
145702,O8036,TRANS8036,CUST6241,229,17,2022-11-16,Debit Card,Matte Blue Full Rim Aviator,https://www.lenskart.com/vincent-chase-vincent-chase-vc-e13047-full-rim-aviator-stainless-steel-c4-eyeglasses.html,Vincent Chase,1700,Narrow ?,130 mm,VC E13047,",Eyewear,Eyeglasses,Brands,Vincent Chase",with 1 Year Warranty & 14 Day Return,1171
210274,O8046,TRANS8046,CUST40465,1713,2,2023-11-28,Debit Card,Black Full Rim Rectangle,https://www.lenskart.com/vincent-chase-vc-e11260-c13-eyeglasses.html,Vincent Chase,1700,Medium ?,135 mm,VC E11260,",Eyewear,Eyeglasses,Brands,Vincent Chase",with 1 Year Warranty & 14 Day Return,1187
212880,O8054,TRANS8054,CUST31526,916,17,2023-08-15,Cash,Purple Full Rim Geometric,https://www.lenskart.com/vincent-chase-vc-e16461-c2-eyeglasses.html,Vincent Chase,1700,Medium ?,135 mm,VC E16461,",Eyewear,Eyeglasses,Brands,Vincent Chase",with 1 Year Warranty & 14 Day Return,1184
215421,O8060,TRANS8060,CUST46259,999,5,2023-04-11,UPI,Black Full Rim Round,https://www.lenskart.com/lenskart-air-la-e16648-c1-eyeglasses.html,Lenskart Air,1700,Narrow ?,132 mm,LA E16648,",Eyewear,Eyeglasses,Brands,Lenskart Air Online",with 1 Year Warranty & 14 Day Return,1060
152846,O8076,TRANS8076,CUST29956,1339,12,2023-08-02,Debit Card,Gold Black Full Rim Cat Eye,https://www.lenskart.com/vincent-chase-vc-s11759-c3-sunglasses.html,Vincent Chase Polarized,2000,Wide ?,142 mm,VC S11759,",Eyewear,Sunglasses,Brands,Vincent Chase",with 1 year warranty,1222
210271,O8080,TRANS8080,CUST10251,408,3,2022-04-19,Cash,Pink Transparent Full Rim Rectangle,https://www.lenskart.com/vincent-chase-vc-e13447-c6-eyeglasses.html,Vincent Chase,1700,Extra Narrow ?,136 mm,VC E13447,",Eyewear,Eyeglasses,Brands,Vincent Chase",with 1 Year Warranty & 14 Day Return,1029
149276,O8082,TRANS8082,CUST46389,1815,7,2023-01-14,Cash,Black Full Rim Round,https://www.lenskart.com/vincent-chase-vcs13112-c9-c9-sunglasses.html,Vincent Chase Polarized,2000,Medium ?,140 mm,VC S13112,",Eyewear,Sunglasses,Brands,Vincent Chase",with 1 year warranty,1371
211943,O8092,TRANS8092,CUST26230,1561,4,2024-01-25,UPI,Blue Transparent Full Rim Square,https://www.lenskart.com/lenskart-air-la-e16240-c1-eyeglasses.html,Lenskart Air,1700,Medium ?,136 mm,LA E16240,",Eyewear,Eyeglasses,Brands,Lenskart Air",with 1 Year Warranty & 14 Day Return,1089
206272,O8100,TRANS8100,CUST36016,255,17,2024-02-04,Credit Card,Silver Grey Full Rim Rectangle,https://www.lenskart.com/vincent-chase-vc-e15349-c3-eyeglasses.html,Vincent Chase,1700,Medium ?,137 mm,VC E15349,",Eyewear,Eyeglasses,Brands,Vincent Chase",with 1 Year Warranty & 14 Day Return,1143
212815,O8101,TRANS8101,CUST39606,965,12,2023-03-31,Debit Card,Jade Green Full Rim Wayfarer,https://www.lenskart.com/lenskart-hustlr-la-e15417-xw-c21-eyeglasses.html,Lenskart Hustlr,1700,Extra Wide ?,144 mm,LA E15417-XW,",Eyewear,Brands",with 1 Year Warranty & 14 Day Return,1128
215407,O8104,TRANS8104,CUST14862,407,8,2022-07-21,Cash,Blue Transparent Full Rim Rectangle,https://www.lenskart.com/lenskart-air-la-e16641-c2-eyeglasses.html,Lenskart Air,1700,Medium ?,136 mm,LA E16641,",Eyewear,Eyeglasses,Brands,Lenskart Air Online",with 1 Year Warranty & 14 Day Return,1076
131427,O8105,TRANS8105,CUST10250,1407,15,2023-11-15,Cash,Black Full Rim Square,https://www.lenskart.com/john-jacobs-jj-e11680-c3-eyeglasses.html,John Jacobs,5000,Narrow ?,132 mm,JJ E11680,",Eyewear,Eyeglasses,Brands,John Jacobs",with 1 Year Warranty & 14 Day Return,3117
151323,O8106,TRANS8106,CUST38419,2209,1,2023-10-08,UPI,Aquacolor Premium Gray Zero Power Monthly,https://www.lenskart.com/aquacolor-premium-gray-contact-lenses-2-lens-box.html,null,299,null,null,Aquacolor Premium Gray Zero Power Monthly,null,null,204
216843,O8108,TRANS8108,CUST27134,1429,5,2022-10-31,UPI,Purple Full Rim Round,https://www.lenskart.com/vincent-chase-vc-e16906-c3-eyeglasses.html,Vincent Chase,1700,Medium ?,136 mm,VC E16906,",Eyewear,Eyeglasses,Brands,Vincent Chase",with 1 Year Warranty & 14 Day Return,1045
153146,O8112,TRANS8112,CUST24876,391,14,2022-11-29,Credit Card,Aquacolor Premium Silver Gray Powered Monthly,https://www.lenskart.com/aquacolor-premium-silver-gray-color-contact-lenses-1-lens-box.html,null,299,null,null,Aquacolor Premium Silver Gray Powered Monthly,",Eyewear,Contact Lenses,Top Lens Brands,Aqualens Contact Lens,Aqualens color contact lenses",null,202
201548,O8116,TRANS8116,CUST36111,328,12,2022-09-26,Debit Card,Green Full Rim Round,https://www.lenskart.com/lenskart-air-la-e11491-c11-eyeglasses.html,Lenskart Air,1700,Extra Narrow ?,128 mm,LA E11491,",Eyewear,Eyeglasses,Brands,Lenskart Air",with 1 Year Warranty & 14 Day Return,1155
134947,O8125,TRANS8125,CUST20622,135,1,2023-03-07,Credit Card,Gunmetal Full Rim Hexagonal,https://www.lenskart.com/john-jacobs-jj-s12472-c2-sunglasses.html,John Jacobs,5000,Medium ?,137 mm,JJ S12472,",Eyewear,Sunglasses,Brands,John Jacobs",with 1 year warranty,3314
153143,O8134,TRANS8134,CUST49031,1541,10,2022-05-28,Cash,Aquacolor Premium Dusk Blue Powered Monthly,https://www.lenskart.com/aquacolor-premium-dusk-blue-color-contact-lenses-1-lens-box.html,null,299,null,null,Aquacolor Premium Dusk Blue Powered Monthly,",Eyewear,Contact Lenses,Top Lens Brands,Aqualens Contact Lens,Aqualens color contact lenses",null,200
142833,O8141,TRANS8141,CUST26520,1030,17,2023-04-23,Cash,Matte Black Half Rim Cat Eye,https://www.lenskart.com/vincent-chase-vc-e11860-c5-eyeglasses.html,Vincent Chase,1700,Medium ?,134 mm,VC E11860,",Eyewear,Eyeglasses,Brands,Vincent Chase",with 1 Year Warranty & 14 Day Return,1091
204542,O8144,TRANS8144,CUST38525,1056,13,2023-01-12,UPI,Matte Black Full Rim Wayfarer,https://www.lenskart.com/vincent-chase-vc-s14461-c6-sunglasses.html,Vincent Chase Polarized,2000,Wide ?,142 mm,VC S14461,",Eyewear,Sunglasses,Brands,Vincent Chase",with 1 year warranty,1343
201287,O8147,TRANS8147,CUST36288,2167,12,2023-09-20,UPI,Transparent Full Rim Round,https://www.lenskart.com/lenskart-air-la-e14963-c2-eyeglasses.html,Lenskart Air,1700,Medium ?,136 mm,LA E14963,",Eyewear,Eyeglasses,Brands,Lenskart Air",with 1 Year Warranty & 14 Day Return,1164
134745,O8149,TRANS8149,CUST48700,438,10,2022-05-26,Debit Card,Black Full Rim Rectangle,https://www.lenskart.com/vincent-chase-vc-e12395-c1-eyeglasses.html,Vincent Chase,1700,Wide ?,138 mm,VC E12395,",Eyewear,Eyeglasses,Brands,Vincent Chase",with 1 Year Warranty & 14 Day Return,1151
136403,O8153,TRANS8153,CUST38964,1459,18,2022-06-30,Cash,Gunmetal Grey Full Rim Aviator,https://www.lenskart.com/john-jacobs-jj-s12808-c1-sunglasses.html,John Jacobs,3500,Medium ?,135 mm,JJ S12808,",Eyewear,Sunglasses,Brands,John Jacobs",with 1 year warranty,2335
138002,O8163,TRANS8163,CUST1693,1545,20,2022-12-21,UPI,Black Full Rim Aviator,https://www.lenskart.com/vincent-chase-vc-e13046-c3-eyeglasses.html,Vincent Chase,1700,Wide ?,140 mm,VC E13046,",Eyewear,Eyeglasses,Brands,Vincent Chase",with 1 Year Warranty & 14 Day Return,1096
211524,O8188,TRANS8188,CUST12699,938,9,2023-07-07,Cash,Blue Half Rim Square,https://www.lenskart.com/vincent-chase-vc-e16198-c1-eyeglasses.html,Vincent Chase,1700,Medium ?,136 mm,VC E16198,",Eyewear,Eyeglasses,Brands,Vincent Chase",with 1 Year Warranty & 14 Day Return,1137
149061,O8192,TRANS8192,CUST8436,1871,2,2022-09-03,UPI,Tortoise Full Rim Cat Eye,https://www.lenskart.com/vincent-chase-vc-e14107-c1-c1-eyeglasses.html,Vincent Chase,1700,Medium ?,135 mm,VC E14107,",Eyewear,Eyeglasses,Brands,Vincent Chase",with 1 Year Warranty & 14 Day Return,1181
38745,O8197,TRANS8197,CUST4511,1537,3,2023-06-06,UPI,Bausch & Lomb Purevision 2 Astigmatism Monthly Disposable,https://www.lenskart.com/bausch-lomb-purevision-2-astigmatism-6-lensesbox.html,null,2299,null,null,Bausch & Lomb Purevision 2 Astigmatism Monthly Disposable,",Eyewear,Contact Lenses,Top Lens Brands,Bausch &amp; Lomb Contact Lenses",null,1548
210613,O8198,TRANS8198,CUST25511,1015,20,2024-02-13,Debit Card,Blue Full Rim Wayfarer,https://www.lenskart.com/vincent-chase-vc-s15999-c3-sunglasses.html,Lenskart Hustlr,2000,Medium ?,141 mm,VC S15999,",Eyewear,Sunglasses,Brands,Lenskart STUDIO",with 1 year warranty,1381
131500,O8214,TRANS8214,CUST34034,1566,11,2023-02-06,Cash,Blue Full Rim Square,https://www.lenskart.com/vincent-chase-vc-e11797-c3-eyeglasses.html,Vincent Chase,1700,Medium ?,134 mm,VC E11797,",Eyewear,Eyeglasses,Brands,Vincent Chase",with 1 Year Warranty & 14 Day Return,1180
215415,O8223,TRANS8223,CUST7936,845,17,2023-01-21,Debit Card,Blue Transparent Full Rim Round,https://www.lenskart.com/lenskart-air-la-e16645-c2-eyeglasses.html,Lenskart Air,1700,Extra Narrow ?,127 mm,LA E16645,",Eyewear,Eyeglasses,Brands,Lenskart Air Online",with 1 Year Warranty & 14 Day Return,1144
134224,O8224,TRANS8224,CUST36800,1845,11,2024-02-13,Debit Card,Black Blue Full Rim Rectangle,https://www.lenskart.com/john-jacobs-jj-e10232-c4-full-rim-rectangle-eyeglasses.html,John Jacobs,3500,Wide ?,141 mm,JJ E10232,",Eyewear,Eyeglasses,Brands,John Jacobs",with 1 Year Warranty & 14 Day Return,2327
129277,O8228,TRANS8228,CUST11829,1485,6,2022-10-05,Credit Card,Acuvue Moist Toric Daily Disposable 10Hrs,https://www.lenskart.com/johnson-johnson-acuvue-moist-for-astigmatism-30-lens-box.html,null,1995,null,null,Acuvue Moist Toric Daily Disposable 10Hrs,",Eyewear,Contact Lenses,Top Lens Brands,Johnson &amp;amp; Johnson Lenses",null,1198
207781,O8238,TRANS8238,CUST42159,143,13,2023-02-12,Credit Card,Black Full Rim Round,https://www.lenskart.com/vincent-chase-vc-e11259-c7-eyeglasses.html,Vincent Chase,1700,Narrow ?,130 mm,VC E11259,",Eyewear,Eyeglasses,Brands,Vincent Chase",with 1 Year Warranty & 14 Day Return,1122
134828,O8243,TRANS8243,CUST3125,1717,8,2022-12-07,Cash,Gunmetal Full Rim Round,https://www.lenskart.com/gunmetal-black-full-rim-round-small-size-49-vincent-chase-online-steel-escobar-vc-e12423-c2-eyeglasses.html,Vincent Chase,1700,Medium ?,136 mm,VC E12423,",Eyewear,Eyeglasses,Brands,Vincent Chase",with 1 Year Warranty & 14 Day Return,1129
148480,O8250,TRANS8250,CUST33475,67,6,2023-10-28,UPI,Pink Gold Full Rim Round,https://www.lenskart.com/vincent-chase-vc-e14032-c4-eyeglasses.html,Vincent Chase,1700,Extra Narrow ?,129 mm,VC E14032,",Eyewear,Eyeglasses,Brands,Vincent Chase",with 1 Year Warranty & 14 Day Return,1111
143890,O8251,TRANS8251,CUST24404,978,2,2022-10-04,UPI,Blue Block Screen Glasses: Gunmetal Grey Transparent Full Rim Square Lenskart BLU LB E13529-C5,https://www.lenskart.com/vincent-chase-vc-e13529-c5-eyeglasses.html,Lenskart Blu,2000,Medium ?,136 mm,LB E13529,",Eyewear,Eyeglasses,Brands,Lenskart Blu",null,1251
206125,O8254,TRANS8254,CUST49021,769,17,2022-07-19,Credit Card,Black Green Full Rim Square,https://www.lenskart.com/lenskart-air-la-e15318-c2-eyeglasses.html,Lenskart Air,3000,Wide ?,138 mm,LA E15318,",Eyewear,Eyeglasses,Brands,Lenskart Air",with 1 Year Warranty & 14 Day Return,1840
151322,O8259,TRANS8259,CUST23042,1586,20,2022-07-14,UPI,Aquacolor Premium Dusk Blue Zero Power Monthly,https://www.lenskart.com/aquacolor-premium-dusk-blue-contact-lenses-2-lens-box.html,null,299,null,null,Aquacolor Premium Dusk Blue Zero Power Monthly,null,null,205
149061,O8263,TRANS8263,CUST20727,1033,5,2023-05-18,UPI,Tortoise Full Rim Cat Eye,https://www.lenskart.com/vincent-chase-vc-e14107-c1-c1-eyeglasses.html,Vincent Chase,1700,Medium ?,135 mm,VC E14107,",Eyewear,Eyeglasses,Brands,Vincent Chase",with 1 Year Warranty & 14 Day Return,1181
