store_id,total_sales,total_cost,profit,median_profit,store_status,store_name,store_address,Timings,Services,Image_URL,Reviews,Ratings,About,Store_URL,No_of_Products,Store_City,Contact
704,118810,75341,43469,53994,non_profitable,Birati,"1040, M B Road, Siddheswari Bazar, North Dumdum, Birati, North 24 Parganas, Birati, Beside Hdfc Atm, Kolkata, West Bengal, 700051",11:00 AM-09:00 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FLKST704%2FIMG-20210816-WA0031.jpg&w=3840&q=75,1538,4.9,"Lenskart Birati eyewear store is located at Kolkata. It is one of the best optical stores in Kolkata with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Birati is the perfect choice for you. The address of this store is 1040, M B Road, Siddheswari Bazar, North Dumdum, Birati, North 24 Parganas, Birati, Beside Hdfc Atm, Kolkata, West Bengal, 700051, Birati, Kolkata, West Bengal - 700051.",https://www.lenskart.com/stores/lenskart-com-birati-birati-kolkata-842755/Home,948,Kolkata,7290017585
2320,31984,20760,11224,53994,non_profitable,"Kumhrar Park, Sandalpur Patna","Ground Floor, Vachaspati Nagar, Opposite Kumhrar Park, Sandalpur, Patna, Bihar, 800004",10:30 AM-08:30 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FStore_Static_Image%2FLenskartStoreFrontImageCompressed.png&w=3840&q=75,Not reviewed,Not rated,"Lenskart Kumhrar Park, Sandalpur Patna eyewear store is located at Patna. It is one of the best optical stores in Patna with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Kumhrar Park, Sandalpur Patna is the perfect choice for you. The address of this store is Ground Floor, Vachaspati Nagar, Opposite Kumhrar Park, Sandalpur, Patna, Bihar, 800004, Kumhrar Park, Sandalpur Patna, Patna, Bihar - 800004.",https://www.lenskart.com/stores/lenskart-com-kumhrar-park-sandalpur-patna-sandalpur-patna-686147/Home,0,Patna,6124137431
259,129246,86635,42611,53994,non_profitable,T C Palya,"Shop No 11/2, Lorven Leo Apartments, Tc Palya Main Road, K R Puram, Near Axis Bank, Bengaluru, Karnataka, 560016",11:00 AM-09:30 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FLKST259%2FWhatsApp%2520Image%25202019-12-27%2520at%25203.57.00%2520PM.jpeg&w=3840&q=75,987,4.8,"Lenskart T C Palya eyewear store is located at Bengaluru. It is one of the best optical stores in Bengaluru with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart T C Palya is the perfect choice for you. The address of this store is Shop No 11/2, Lorven Leo Apartments, Tc Palya Main Road, K R Puram, Near Axis Bank, Bengaluru, Karnataka, 560016, T C Palya, Bengaluru, Karnataka - 560016.",https://www.lenskart.com/stores/optometrist-sunglasses-k-r-puram-bangalore-60992/Home,1038,Bangalore,7428891259
797,128496,85117,43379,53994,non_profitable,Devanahalli,"Matru Arcade, 333 19Th Ward, Bb Road, Devanahalli Town, Bengaluru, Karnataka, 562110",11:00 AM-09:30 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FLKST797%2F1.jpg&w=3840&q=75,728,4.8,"Lenskart Devanahalli eyewear store is located at Bengaluru. It is one of the best optical stores in Bengaluru with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Devanahalli is the perfect choice for you. The address of this store is Matru Arcade, 333 19Th Ward, Bb Road, Devanahalli Town, Bengaluru, Karnataka, 562110, Devanahalli, Bengaluru, Karnataka - 562110.",https://www.lenskart.com/stores/lenskart-com-devanahalli-devanahalli-town-bengaluru-5331/Home,1060,Bangalore,8929436426
512,86075,57099,28976,53994,non_profitable,Harlur Main Road,"#2466/2310, 4, 4(B), 3(B), G2, Ground Floor, Harlur Main Road, Anjanadri Sriharsh, Bengaluru, Karnataka, 560102",11:00 AM-09:30 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FLKST512%2F1.jpeg&w=3840&q=75,372,4.8,"Lenskart Harlur Main Road eyewear store is located at Bengaluru. It is one of the best optical stores in Bengaluru with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Harlur Main Road is the perfect choice for you. The address of this store is #2466/2310, 4, 4(B), 3(B), G2, Ground Floor, Harlur Main Road, Anjanadri Sriharsh, Bengaluru, Karnataka, 560102, Harlur Main Road, Bengaluru, Karnataka - 560102.",https://www.lenskart.com/stores/lenskart-com-harlur-main-road-harlur-main-road-bengaluru-141137/Home,1172,Bangalore,9654531512
1,43982,29128,14854,53994,non_profitable,"Sector 7, Rohini","Shop No 1, Plot E-1/1, Sector 7, Rohini, Opposite M2K Cinema, New Delhi, 110085",11:00 AM-09:30 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FStore_Static_Image%2FLenskartStoreFrontImageCompressed.png&w=3840&q=75,863,4.7,"Lenskart Sector 7, Rohini eyewear store is located at New Delhi. It is one of the best optical stores in New Delhi with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Sector 7, Rohini is the perfect choice for you. The address of this store is Shop No 1, Plot E-1/1, Sector 7, Rohini, Opposite M2K Cinema, New Delhi, 110085, Sector 7, Rohini, New Delhi, Delhi - 110085.",https://www.lenskart.com/stores/optometrist-sunglasses-rohini-sector-7-new-delhi-60843/Home,1101,Delhi,7428891001
206,59633,38014,21619,53994,non_profitable,Barasat,"Shop No 77/1, Ground Floor, Dakshin Para, Jossore Road, Barasat, Near Barasat Bazar Post Office, Kolkata, West Bengal, 700124",11:00 AM-09:00 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FLKST206%2FWhatsApp%2520Image%25202019-12-30%2520at%25205.25.39%2520PM.jpeg&w=3840&q=75,2537,4.8,"Lenskart Barasat eyewear store is located at Kolkata. It is one of the best optical stores in Kolkata with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Barasat is the perfect choice for you. The address of this store is Shop No 77/1, Ground Floor, Dakshin Para, Jossore Road, Barasat, Near Barasat Bazar Post Office, Kolkata, West Bengal, 700124, Barasat, Kolkata, West Bengal - 700124.",https://www.lenskart.com/stores/optometrist-sunglasses-barasat-barasat-60947/Home,1167,Kolkata,7428891206
1516,238080,152982,85098,53994,profitable,Gaddiannaram,"16-2-754/A/1/A, Asmangad Malakpet 6 Circle, Gaddiannaram, Beside Rajesh Dental Specialities, Hyderabad, Telangana, 500036",11:00 AM-09:30 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FStore_Static_Image%2FLenskartStoreFrontImageCompressed.png&w=3840&q=75,1448,4.9,"Lenskart Gaddiannaram eyewear store is located at Hyderabad. It is one of the best optical stores in Hyderabad with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Gaddiannaram is the perfect choice for you. The address of this store is 16-2-754/A/1/A, Asmangad Malakpet 6 Circle, Gaddiannaram, Beside Rajesh Dental Specialities, Hyderabad, Telangana, 500036, Gaddiannaram, Hyderabad, Telangana - 500036.",https://www.lenskart.com/stores/lenskart-com-gaddiannaram-gaddiannaram-hyderabad-542230/Home,1043,Hyderabad,8929185505
1504,147645,97487,50158,53994,non_profitable,Sarthana,"Ground & First Floor, Shop No 01 & 101, Avadh Viceroy, Sarthana Jakat Naka, Kamrej Road, Subhash Nagar, Nana Varachha, Surat, Gujarat, 395006",11:00 AM-09:30 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FStore_Static_Image%2FLenskartStoreFrontImageCompressed.png&w=3840&q=75,1381,4.9,"Lenskart Sarthana eyewear store is located at Surat. It is one of the best optical stores in Surat with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Sarthana is the perfect choice for you. The address of this store is Ground & First Floor, Shop No 01 & 101, Avadh Viceroy, Sarthana Jakat Naka, Kamrej Road, Subhash Nagar, Nana Varachha, Surat, Gujarat, 395006, Sarthana, Surat, Gujarat - 395006.",https://www.lenskart.com/stores/lenskart-com-sarthana-nana-varachha-surat-803315/Home,975,Surat,7065038236
2138,135597,91438,44159,53994,non_profitable,Maruthi Nagar,"WJC7+897, Maruthi�Nagar�Main Road, Old Madiwala, Near More Supermarket, Chikka Madivala, 1st Stage, BTM Layout, Bengaluru, Karnataka, 560068",11:00 AM-09:00 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FStore_Static_Image%2FLenskartStoreFrontImageCompressed.png&w=3840&q=75,62,4.8,"Lenskart Maruthi Nagar eyewear store is located at Bengaluru. It is one of the best optical stores in Bengaluru with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Maruthi Nagar is the perfect choice for you. The address of this store is WJC7+897, Maruthi�Nagar�Main Road, Old Madiwala, Near More Supermarket, Chikka Madivala, 1st Stage, BTM Layout, Bengaluru, Karnataka, 560068, Maruthi Nagar, Bengaluru, Karnataka - 560068.",https://www.lenskart.com/stores/lenskart-com-maruthi-nagar-btm-layout-bengaluru-972606/Home,1112,Bangalore,9643824565
1302,104319,67099,37220,53994,non_profitable,Dewas,"Ground Floor, Plot No A 61, Kalani Bagh, Main Ab Road, Dewas, Kalani Bagh, Near Sanskar Hospital, Indore, Madhya Pradesh, 455001",11:00 AM-10:00 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FStore_Static_Image%2FLenskartStoreFrontImageCompressed.png&w=3840&q=75,1061,4.9,"Lenskart Dewas eyewear store is located at Indore. It is one of the best optical stores in Indore with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Dewas is the perfect choice for you. The address of this store is Ground Floor, Plot No A 61, Kalani Bagh, Main Ab Road, Dewas, Kalani Bagh, Near Sanskar Hospital, Indore, Madhya Pradesh, 455001, Dewas, Indore, Madhya Pradesh - 455001.",https://www.lenskart.com/stores/lenskart-com-dewas-kalani-bagh-indore-370068/Home,1008,Indore,8929288298
777,18892,13097,5795,53994,non_profitable,Varthur,"No 6, C Block Green Field Hub Hoskote, Seegahalli, Whitefield, , Seegahalli, Bengaluru, Karnataka, 560067",11:00 AM-09:30 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FLKST777%2FWhatsApp%2520Image%25202021-08-16%2520at%25206.49.45%2520PM%2520(1).jpeg&w=3840&q=75,1546,4.8,"Lenskart Varthur eyewear store is located at Bengaluru. It is one of the best optical stores in Bengaluru with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Varthur is the perfect choice for you. The address of this store is No 6, C Block Green Field Hub Hoskote, Seegahalli, Whitefield, , Seegahalli, Bengaluru, Karnataka, 560067, Varthur, Bengaluru, Karnataka - 560067.",https://www.lenskart.com/stores/lenskart-com-varthur-seegahalli-bengaluru-517571/Home,1202,Bangalore,8929032767
992,228916,149163,79753,53994,profitable,"Sector 137, Noida","Ground Floor, Shop No Blk2, Paras Tierra, Sector 137, Sector 137, Noida, Uttar Pradesh, 201305",11:00 AM-09:30 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FLKST992%2F1.jpg&w=3840&q=75,701,4.9,"Lenskart Sector 137, Noida eyewear store is located at Noida. It is one of the best optical stores in Noida with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Sector 137, Noida is the perfect choice for you. The address of this store is Ground Floor, Shop No Blk2, Paras Tierra, Sector 137, Sector 137, Noida, Uttar Pradesh, 201305, Sector 137, Noida, Noida, Uttar Pradesh - 201305.",https://www.lenskart.com/stores/lenskart-com-sector-137-noida-sector-137-noida-77355/Home,758,Noida,8929346615
715,85328,54453,30875,53994,non_profitable,Selaiyur,"27, Agaram Main Road, Ranganatha Nagar, Selaiyur, Chennai, Tamil Nadu, 600073",11:00 AM-09:30 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FLKST715%2F1.jpeg&w=3840&q=75,1515,4.9,"Lenskart Selaiyur eyewear store is located at Chennai. It is one of the best optical stores in Chennai with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Selaiyur is the perfect choice for you. The address of this store is 27, Agaram Main Road, Ranganatha Nagar, Selaiyur, Chennai, Tamil Nadu, 600073, Selaiyur, Chennai, Tamil Nadu - 600073.",https://www.lenskart.com/stores/lenskart-com-selaiyur-selaiyur-chennai-518733/Home,1192,Chennai,9319375434
1458,277474,184943,92531,53994,profitable,Sector 133,"Shop No 3 & 4, Ground Floor, Paras One 33, Sector 133, Noida, Uttar Pradesh, 201304",11:00 AM-09:00 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FStore_Static_Image%2FLenskartStoreFrontImageCompressed.png&w=3840&q=75,613,4.9,"Lenskart Sector 133 eyewear store is located at Noida. It is one of the best optical stores in Noida with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Sector 133 is the perfect choice for you. The address of this store is Shop No 3 & 4, Ground Floor, Paras One 33, Sector 133, Noida, Uttar Pradesh, 201304, Sector 133, Noida, Uttar Pradesh - 201304.",https://www.lenskart.com/stores/lenskart-com-sector-133-sector-133-noida-120259/Home,1131,Noida,7065045166
1047,126892,85129,41763,53994,non_profitable,Dahisar,"Shop No 1&2, Manhar Residency, Kandarpada Circle, Opposite Hotel Majestic, Dahisar West, Mumbai, Maharashtra, 400068",11:00 AM-09:30 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FStore_Static_Image%2FLenskartStoreFrontImageCompressed.png&w=3840&q=75,1671,4.9,"Lenskart Dahisar eyewear store is located at Mumbai. It is one of the best optical stores in Mumbai with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Dahisar is the perfect choice for you. The address of this store is Shop No 1&2, Manhar Residency, Kandarpada Circle, Opposite Hotel Majestic, Dahisar West, Mumbai, Maharashtra, 400068, Dahisar, Mumbai, Maharashtra - 400068.",https://www.lenskart.com/stores/lenskart-com-dahisar-dahisar-west-mumbai-295397/Home,827,Mumbai,8929172628
1434,45285,30141,15144,53994,non_profitable,Thoppampatti,"295/1, Thirumala Avenue, Mettupalayam Road, Thoppampatti Pirivu, Rakkipalayam Post, Coimbatore, Tamil Nadu, 641017",10:30 AM-09:30 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FStore_Static_Image%2FLenskartStoreFrontImageCompressed.png&w=3840&q=75,280,5,"Lenskart Thoppampatti eyewear store is located at Coimbatore. It is one of the best optical stores in Coimbatore with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Thoppampatti is the perfect choice for you. The address of this store is 295/1, Thirumala Avenue, Mettupalayam Road, Thoppampatti Pirivu, Rakkipalayam Post, Coimbatore, Tamil Nadu, 641017, Thoppampatti, Coimbatore, Tamil Nadu - 641017.",https://www.lenskart.com/stores/lenskart-com-thoppampatti-rakkipalayam-post-coimbatore-741384/Home,0,Coimbatore,9873981691
1878,119687,76986,42701,53994,non_profitable,Flagship Store South Point Mall,"Upper Ground Floor, South Point Mall, Golf Course Road, DLF Phase 5, Sector 53, Gurugram, Haryana, 122002",11:00 AM-09:30 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FStore_Static_Image%2FLenskartStoreFrontImageCompressed.png&w=3840&q=75,389,4.9,"Lenskart Flagship Store South Point Mall eyewear store is located at Gurugram. It is one of the best optical stores in Gurugram with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Flagship Store South Point Mall is the perfect choice for you. The address of this store is Upper Ground Floor, South Point Mall, Golf Course Road, DLF Phase 5, Sector 53, Gurugram, Haryana, 122002, Flagship Store South Point Mall, Gurugram, Haryana - 122002.",https://www.lenskart.com/stores/lenskart-com-flagship-store-south-point-mall-golf-course-road-gurugram-101155/Home,1297,Gurugram,8588811573
274,229721,155233,74488,53994,profitable,Goregaon West,"Shop No 4, Ashokraj Chs, S V Road, Goregaon West, Opposite Hirnen Shopping Centre, Mumbai, Maharashtra, 400062",11:00 AM-10:00 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FLKST274%2FIMG_20180228_193951.jpg&w=3840&q=75,1729,4.8,"Lenskart Goregaon West eyewear store is located at Mumbai. It is one of the best optical stores in Mumbai with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Goregaon West is the perfect choice for you. The address of this store is Shop No 4, Ashokraj Chs, S V Road, Goregaon West, Opposite Hirnen Shopping Centre, Mumbai, Maharashtra, 400062, Goregaon West, Mumbai, Maharashtra - 400062.",https://www.lenskart.com/stores/optometrist-sunglasses-goregaon-west-mumbai-61006/Home,1003,Mumbai,7428891274
2170,69623,44906,24717,53994,non_profitable,Sector 24 Rohini,"Plot No 55, Pocket 11, Sector 24, In front of Hari Ram Sweets, Rohini, Delhi, 110085",11:00 AM-09:30 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FStore_Static_Image%2FLenskartStoreFrontImageCompressed.png&w=3840&q=75,191,4.9,"Lenskart Sector 24 Rohini eyewear store is located at Delhi. It is one of the best optical stores in Delhi with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Sector 24 Rohini is the perfect choice for you. The address of this store is Plot No 55, Pocket 11, Sector 24, In front of Hari Ram Sweets, Rohini, Delhi, 110085, Sector 24 Rohini, Delhi, Delhi - 110085.",https://www.lenskart.com/stores/lenskart-com-sector-24-rohini-rohini-delhi-451130/Home,0,Delhi,9953858532
442,243862,159538,84324,53994,profitable,Perambur,"Shop No 68, Ground Floor, Paper Mills Road, Perambur, Near Perumbur Church, Chennai, Tamil Nadu, 600011",11:00 AM-09:30 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FStore_Static_Image%2FLenskartStoreFrontImageCompressed.png&w=3840&q=75,4023,4.9,"Lenskart Perambur eyewear store is located at Chennai. It is one of the best optical stores in Chennai with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Perambur is the perfect choice for you. The address of this store is Shop No 68, Ground Floor, Paper Mills Road, Perambur, Near Perumbur Church, Chennai, Tamil Nadu, 600011, Perambur, Chennai, Tamil Nadu - 600011.",https://www.lenskart.com/stores/lenskart-com-perambur-optometrists-perambur-chennai-80637/Home,1386,Chennai,8800442742
1323,106444,71007,35437,53994,non_profitable,Subhash Nagar,"A87, Subhash Nagar Shopping Centre, Hotel Marudhar Complex, Subhash Nagar, Jaipur, Rajasthan, 302032",11:00 AM-09:30 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FStore_Static_Image%2FLenskartStoreFrontImageCompressed.png&w=3840&q=75,816,4.9,"Lenskart Subhash Nagar eyewear store is located at Jaipur. It is one of the best optical stores in Jaipur with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Subhash Nagar is the perfect choice for you. The address of this store is A87, Subhash Nagar Shopping Centre, Hotel Marudhar Complex, Subhash Nagar, Jaipur, Rajasthan, 302032, Subhash Nagar, Jaipur, Rajasthan - 302032.",https://www.lenskart.com/stores/lenskart-com-subhash-nagar-subhash-nagar-jaipur-225064/Home,848,Jaipur,8929210978
1137,156969,103137,53832,53994,non_profitable,Punjagutta,"House No 6-3-696, G2, Ground Floor, Punjagutta Main Road, Panjagutta, Metro Pillar Number A 1103, Hyderabad, Telangana, 500029",11:00 AM-09:30 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FLKST1137%2FWhatsApp%2520Image%25202022-02-27%2520at%25202.40.48%2520PM%2520(1).jpeg&w=3840&q=75,332,4.8,"Lenskart Punjagutta eyewear store is located at Hyderabad. It is one of the best optical stores in Hyderabad with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Punjagutta is the perfect choice for you. The address of this store is House No 6-3-696, G2, Ground Floor, Punjagutta Main Road, Panjagutta, Metro Pillar Number A 1103, Hyderabad, Telangana, 500029, Punjagutta, Hyderabad, Telangana - 500029.",https://www.lenskart.com/stores/lenskart-com-punjagutta-panjagutta-hyderabad-508547/Home,912,Hyderabad,8929334354
348,415687,272255,143432,53994,profitable,Flagship Store Electronic City,"Snn Raj Neeladri, Bettadasanapura, Near Neeladri Nagar, Electronic City, Bengaluru, Karnataka, 560100",11:00 AM-09:30 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FLKST348%2F1.jpeg&w=3840&q=75,6193,4.8,"Lenskart Flagship Store Electronic City eyewear store is located at Bengaluru. It is one of the best optical stores in Bengaluru with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Flagship Store Electronic City is the perfect choice for you. The address of this store is Snn Raj Neeladri, Bettadasanapura, Near Neeladri Nagar, Electronic City, Bengaluru, Karnataka, 560100, Flagship Store Electronic City, Bengaluru, Karnataka - 560100.",https://www.lenskart.com/stores/lenskart-com-electronic-city-optometrists-electronic-city-phase-1-bengaluru-66294/Home,2416,Bangalore,7428891348
440,160166,104536,55630,53994,profitable,Oberoi Mall,"Shop No 6, Second Floor, Oberoi Mall, Yashodham Goregaon, Western Express Highway, Near Dindoshi Bus Stand, Mumbai, Maharashtra, 400063",11:00 AM-10:00 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FLKST440%2F1.jpeg&w=3840&q=75,2117,4.8,"Lenskart Oberoi Mall eyewear store is located at Mumbai. It is one of the best optical stores in Mumbai with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Oberoi Mall is the perfect choice for you. The address of this store is Shop No 6, Second Floor, Oberoi Mall, Yashodham Goregaon, Western Express Highway, Near Dindoshi Bus Stand, Mumbai, Maharashtra, 400063, Oberoi Mall, Mumbai, Maharashtra - 400063.",https://www.lenskart.com/stores/lenskart-com-oberoi-mall-optometrists-western-express-hwy-mumbai-79404/Home,1402,Mumbai,9650611440
1100,174568,111805,62763,53994,profitable,Moodalapalya,"No 166, Moodalapalya, Nagarbhavi Main Road, Madhura Nagar, Moodalapalya, Bengaluru, Karnataka, 560070",11:00 AM-09:30 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FLKST1100%2F1.jpeg&w=3840&q=75,1229,4.9,"Lenskart Moodalapalya eyewear store is located at Bengaluru. It is one of the best optical stores in Bengaluru with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Moodalapalya is the perfect choice for you. The address of this store is No 166, Moodalapalya, Nagarbhavi Main Road, Madhura Nagar, Moodalapalya, Bengaluru, Karnataka, 560070, Moodalapalya, Bengaluru, Karnataka - 560070.",https://www.lenskart.com/stores/lenskart-com-mudalapalya-mudalapalya-bengaluru-684352/Home,953,Bangalore,8447822969
